order_id,distance_km,delivery_time,order_value,peak_hour,batch_size,rider_idle_time,warehouse_wait_time,cancelled,city_zone
1219,4.23,12,774,1,3,13,10,0,North
1220,2.6,39,1562,1,2,24,6,1,North
1221,3.64,21,1397,1,2,2,9,0,East
1222,1.63,14,2199,1,3,8,15,1,South
1223,2.76,17,1897,1,4,28,9,1,South
1224,2.8,17,1932,0,1,7,17,0,West
1225,8.97,60,1500,1,2,2,8,1,South
1226,9.73,20,654,0,5,20,4,0,North
1227,2.08,58,968,0,2,0,8,1,East
1228,9.74,21,873,0,1,30,15,1,South
1229,11.21,11,933,1,1,14,3,1,West
1230,4.14,35,243,1,2,1,7,0,East
1231,10.72,21,1718,1,4,27,18,0,North
1232,8.05,35,2366,1,5,16,19,0,North
1233,10.6,39,1187,1,3,30,20,0,East
1234,1.16,23,1478,0,4,7,1,0,East
1235,6.81,50,1278,1,3,23,11,1,West
1236,7.41,58,636,1,5,6,3,1,North
1237,1.89,58,1425,0,1,29,16,0,West
1238,9.41,32,1263,1,2,2,2,1,North
1239,7.78,57,1725,0,3,16,14,0,West
1240,8.81,40,2352,1,4,15,8,0,North
1241,2.75,42,254,1,1,25,8,0,North
1242,8.91,56,701,0,5,19,15,0,South
1243,3.15,42,2216,0,3,18,15,0,West
1244,8.88,56,2408,1,2,9,18,0,South
1245,7.53,52,1102,1,2,25,6,0,North
1246,7.99,47,2157,0,3,8,10,1,West
1247,10.72,13,990,0,2,21,8,1,East
1248,9.64,32,2425,0,3,17,18,0,South
1249,4.56,12,1952,0,1,28,3,0,East
1250,5.93,28,539,1,4,19,7,1,West
1251,3.68,53,1015,1,1,10,3,0,South
1252,9.53,33,1147,0,1,14,20,1,North
1253,5.59,29,523,0,3,9,19,1,North
1254,10.63,37,945,1,4,18,2,0,West
1255,9.55,20,472,0,4,22,8,0,East
1256,5.94,41,245,1,4,9,15,1,North
1257,5.41,14,1439,1,2,29,4,0,South
1258,6.38,21,2406,0,1,25,5,1,South
1259,2.24,23,1110,0,1,26,5,1,West
1260,3.21,53,1815,0,4,9,2,0,South
1261,3.09,36,1642,1,2,22,20,1,East
1262,7.75,11,1208,1,2,30,7,0,North
1263,10.28,58,1614,0,1,9,20,1,West
1264,7.19,20,1614,1,2,29,7,1,South
1265,2.23,57,513,0,5,30,1,0,West
1266,1.26,29,2438,0,5,6,1,0,East
1267,10.83,46,1060,1,1,30,3,1,North
1268,10.87,11,288,1,1,29,4,1,East
1269,2.28,46,1912,1,4,4,11,0,South
1270,9.69,34,1706,0,4,4,18,0,South
1271,7.66,57,1798,0,4,8,16,0,North
1272,1.11,42,1419,0,4,13,4,1,West
1273,8.74,60,258,0,3,23,4,0,South
1274,2.38,26,2257,1,1,8,13,0,East
1275,1.09,17,1166,0,5,17,9,1,West
1276,2.41,46,1055,1,1,29,12,1,East
1277,3.66,31,2119,1,5,9,4,1,North
1278,3.15,57,1673,0,4,9,10,0,East
1279,2.64,51,2279,0,3,7,5,1,North
1280,7.6,17,1254,0,1,17,6,1,West
1281,1.55,20,2341,0,1,1,8,0,North
1282,7.3,13,2280,0,3,7,11,1,South
1283,11.75,22,1292,0,1,11,19,1,South
1284,1.89,40,1972,1,2,6,16,1,East
1285,5.02,28,1200,0,5,12,18,0,East
1286,8.32,31,1006,0,3,12,20,0,West
1287,2.95,12,2389,1,1,25,10,1,South
1288,8.06,36,208,0,1,6,15,0,West
1289,8.99,12,722,0,5,0,19,0,South
1290,10.53,35,1175,1,5,8,12,0,East
1291,9.77,54,1164,0,4,28,2,0,North
1292,9.28,32,651,0,3,5,6,1,East
1293,3.08,26,804,1,5,29,20,1,East
1294,7.22,50,1342,0,2,21,11,0,South
1295,2.97,40,2296,0,2,16,14,1,South
1296,7.98,14,2115,1,3,5,5,0,East
1297,3.66,36,1718,1,3,28,5,0,West
1298,8.59,23,1596,0,1,8,18,0,West
1299,4.64,50,926,0,1,21,1,0,East
1300,10.19,25,2368,0,4,14,4,0,West
1301,7.44,57,1703,1,4,6,17,0,West
1302,4.29,20,887,1,5,7,1,1,South
1303,4.7,44,870,1,2,30,19,1,West
1304,6.63,56,394,0,5,21,15,0,North
1305,7.55,56,793,0,2,26,20,0,West
1306,3.14,11,1551,0,5,13,20,0,South
1307,9.72,25,2332,0,5,0,3,0,South
1308,6.33,14,956,0,2,6,4,1,North
1309,8.68,55,1258,1,2,11,15,0,South
1310,11.19,58,900,1,4,9,18,1,West
1311,7.68,34,995,0,3,5,17,0,North
1312,1.29,50,338,0,4,10,14,1,East
1313,2.51,55,1126,0,4,23,6,0,East
1314,1.57,46,2252,0,5,27,16,0,West
1315,8.4,47,2444,1,3,13,7,0,North
1316,2.95,23,1393,0,1,28,9,0,North
1317,1.69,24,226,0,1,28,15,1,North
1318,2.98,55,1154,1,4,29,7,1,East
1319,11.96,22,1570,0,1,29,17,0,South
1320,5.47,31,293,1,1,30,13,1,North
1321,9.26,35,1052,0,3,18,3,0,West
1322,3.56,14,1379,1,5,25,20,0,South
1323,11.97,44,2312,1,5,27,4,1,West
1324,11.63,12,1862,1,3,17,13,0,West
1325,2.34,42,513,1,1,9,13,1,North
1326,10.3,37,829,1,4,22,1,1,East
1327,7.55,48,878,0,3,16,19,1,South
1328,6.34,43,1995,1,3,27,20,1,West
1329,2.75,49,1483,0,2,8,9,0,West
1330,10.4,49,1602,1,4,1,10,0,East
1331,4.65,13,1271,1,5,29,5,1,West
1332,1.05,32,1151,1,3,24,13,0,West
1333,9.78,26,1628,1,5,8,15,1,South
1334,6.85,21,2282,1,2,7,13,0,North
1335,11.4,48,2357,0,2,25,13,1,North
1336,11.72,21,1775,0,5,0,9,1,East
1337,4.1,31,570,1,2,10,16,0,South
1338,4.78,48,547,1,2,7,5,1,West
1339,4.86,44,1689,0,3,10,2,0,West
1340,8.49,12,1446,1,2,13,5,0,North
1341,8.68,25,2449,0,4,20,16,1,West
1342,4.64,43,1416,0,2,26,8,1,North
1343,4.83,36,2139,1,1,8,14,1,North
1344,11.54,35,653,0,4,14,2,1,North
1345,1.57,22,1829,1,3,18,9,0,South
1346,5.44,26,1715,0,1,0,5,0,West
1347,4.9,37,1615,0,3,20,16,1,North
1348,4.03,28,641,0,3,10,6,0,South
1349,8.54,19,1231,0,4,5,15,0,West
1350,3.98,59,1336,0,3,16,5,1,South
1351,9.94,17,2394,0,3,25,5,0,North
1352,1.78,60,544,0,5,1,6,0,East
1353,5.61,52,1067,1,3,17,1,0,North
1354,5.58,42,317,0,1,17,20,0,North
1355,10.62,30,2109,0,3,17,11,0,East
1356,1.03,44,926,0,4,24,2,1,North
1357,9.4,41,806,0,1,28,7,1,North
1358,1.7,50,849,1,2,26,9,0,East
1359,10.91,26,2440,1,2,22,19,0,East
1360,4.4,41,1419,0,2,17,2,1,North
1361,6.14,50,1436,0,3,5,20,0,West
1362,3.04,16,998,0,3,15,10,0,South
1363,4.89,48,2035,1,1,20,10,1,West
1364,9.22,57,728,1,1,7,10,0,East
1365,1.33,26,1811,1,4,30,8,0,East
1366,9.46,42,1227,0,5,26,12,0,North
1367,5.23,19,1053,0,4,11,7,0,East
1368,4.05,12,2310,1,5,6,18,0,South
1369,5.42,31,350,0,2,2,18,1,North
1370,2.48,27,2340,0,1,12,15,0,South
1371,4.99,26,1001,1,3,19,18,0,East
1372,11.25,36,1770,1,4,23,11,1,North
1373,11.22,32,1459,0,5,13,20,0,South
1374,4.18,51,268,1,3,12,5,1,West
1375,10.21,46,1570,0,4,26,10,0,East
1376,4.09,14,484,1,3,18,10,1,East
1377,11.79,34,1810,1,1,28,19,1,East
1378,3.04,37,1805,1,4,18,10,1,South
1379,9.31,25,1170,1,4,1,19,1,South
1380,8.31,23,1193,0,2,26,18,1,East
1381,4.94,15,1729,0,1,1,9,0,East
1382,2.27,12,1622,0,3,30,15,0,South
1383,3.28,18,1568,1,2,3,20,0,East
1384,7.44,47,1189,0,3,23,10,1,West
1385,10.49,30,1754,1,2,7,14,0,East
1386,10.01,43,2130,1,1,5,20,1,East
1387,3.26,31,374,1,2,15,9,0,North
1388,2.71,40,1334,1,1,20,7,0,South
1389,7.95,19,851,1,1,4,17,0,West
1390,4.48,21,2379,1,4,21,17,1,South
1391,7.7,45,1781,0,1,30,9,0,East
1392,11.67,26,2396,0,5,10,5,0,East
1393,7.46,22,1377,0,3,23,19,1,West
1394,3.19,27,835,1,5,23,2,0,South
1395,10.78,36,531,1,4,24,16,0,West
1396,8.22,10,355,0,5,17,17,1,West
1397,8.47,56,1526,1,2,2,11,1,North
1398,10.84,46,501,1,3,12,3,0,East
1399,3.59,32,2435,1,4,12,19,1,South
1400,8.7,17,1430,0,2,29,13,0,South
1401,7.44,28,1515,0,3,25,4,1,East
1402,10.68,48,1110,1,2,0,16,0,South
1403,5.55,13,2466,0,3,11,11,1,West
1404,3.9,14,1440,1,3,7,10,0,East
1405,7.18,16,2313,0,5,12,5,1,East
1406,7.61,52,1667,0,1,19,1,1,West
1407,6.01,18,910,1,2,0,8,1,North
1408,9.04,58,778,1,5,15,1,0,East
1409,5.36,22,2398,1,1,7,10,0,East
1410,10.32,52,1382,0,1,13,19,0,North
1411,2.91,53,362,0,2,21,3,0,South
1412,6.81,46,442,1,2,1,20,1,South
1413,1.54,40,253,0,4,24,4,1,South
1414,6.47,19,1913,1,5,11,19,1,North
1415,10.48,30,1934,0,5,2,5,1,South
1416,8.54,43,207,0,3,6,19,1,East
1417,1.8,24,1328,0,3,16,5,1,North
1418,2.09,20,1737,0,1,24,2,1,East
1419,2.87,55,655,1,2,23,12,0,West
1420,1.02,26,778,1,2,24,20,0,East
1421,1.12,46,1564,0,5,27,8,0,West
1422,6.79,40,1913,1,4,16,9,0,South
1423,6.96,23,1268,1,3,12,9,1,South
1424,10.93,43,1113,0,4,10,16,1,West
1425,4.0,37,1643,0,1,30,6,1,North
1426,3.34,37,678,1,1,1,6,0,West
1427,2.88,39,2265,1,4,14,1,0,East
1428,11.84,23,1524,1,4,9,14,1,East
1429,7.33,26,1513,1,2,6,14,0,West
1430,6.58,41,2362,1,1,9,17,0,South
1431,9.95,55,2398,0,3,24,9,1,East
1432,9.03,58,1323,1,5,25,15,1,South
1433,7.35,38,2489,1,5,22,16,1,South
1434,4.43,51,2137,1,2,9,1,1,East
1435,11.99,47,926,0,4,4,20,0,North
1436,1.97,60,401,1,1,16,13,0,East
1437,3.51,58,2250,1,4,14,17,1,East
1438,4.45,49,1256,1,2,23,1,0,East
1439,10.1,52,304,1,5,25,8,0,East
1440,4.51,54,2167,1,4,30,18,0,North
1441,3.88,33,391,0,3,8,2,1,South
1442,1.33,39,1623,0,3,25,7,0,South
1443,7.58,34,1969,1,4,11,19,1,West
1444,2.02,16,582,1,3,10,10,0,West
1445,1.34,30,1273,1,1,23,10,1,East
1446,4.07,17,1107,0,2,6,1,0,North
1447,3.95,25,254,0,4,13,1,0,East
1448,9.34,11,2402,1,4,21,8,0,South
1449,10.33,21,438,0,1,13,9,1,West
1450,1.78,12,1552,0,4,0,7,0,East
1451,11.78,18,938,0,3,15,1,0,East
1452,7.8,42,1452,1,4,23,3,0,West
1453,10.24,32,546,0,4,15,4,0,North
1454,3.79,25,1921,1,4,25,8,0,North
1455,10.12,40,1953,1,5,6,14,0,East
1456,1.15,18,1438,0,2,7,19,0,West
1457,9.98,15,1881,0,3,9,20,1,West
1458,4.29,45,847,0,1,2,4,1,West
1459,8.35,57,1347,0,1,1,6,1,North
1460,11.05,29,2246,1,2,21,4,1,East
1461,5.53,11,1334,1,3,1,17,1,South
1462,6.3,42,1488,0,3,9,15,0,North
1463,6.98,57,1690,1,4,3,19,1,South
1464,3.29,34,762,1,4,15,6,1,North
1465,2.35,34,1684,0,1,24,13,1,West
1466,8.81,48,1608,1,5,9,3,0,West
1467,6.32,24,472,1,5,9,2,0,South
1468,6.36,50,2073,0,4,18,10,0,North
1469,8.2,46,1828,0,3,6,7,0,East
1470,11.76,44,245,1,3,13,18,1,East
1471,10.88,57,661,0,1,22,7,1,East
1472,5.25,51,983,0,1,15,16,1,East
1473,5.37,45,820,1,1,7,6,1,South
1474,5.38,26,361,0,4,15,2,0,South
1475,10.7,59,423,1,3,0,17,1,North
1476,10.78,10,1299,0,3,24,1,1,South
1477,6.96,58,203,1,1,10,7,1,North
1478,2.21,41,602,1,2,19,11,1,South
1479,11.39,29,607,0,3,3,10,0,West
1480,6.24,28,710,0,5,21,11,1,West
1481,4.74,54,1219,0,3,20,16,0,West
1482,11.55,27,2497,0,1,18,2,1,East
1483,11.53,45,639,1,3,28,1,1,North
1484,8.83,38,973,1,1,1,18,0,North
1485,1.3,54,1455,0,3,6,8,0,South
1486,6.7,41,1239,0,4,30,11,0,North
1487,9.67,46,2434,0,2,13,19,0,South
1488,6.91,49,1029,1,5,9,2,1,South
1489,9.6,17,455,1,1,16,10,1,West
1490,1.67,52,1969,0,2,27,13,1,North
1491,5.67,21,731,0,2,6,6,1,East
1492,7.08,25,2099,0,4,26,3,1,West
1493,4.52,25,673,1,2,2,15,1,West
1494,12.0,33,556,1,3,12,7,0,West
1495,8.83,38,2233,0,3,4,16,1,West
1496,9.57,21,1515,1,3,20,17,1,East
1497,8.9,57,2067,1,5,4,8,1,West
1498,11.86,48,1748,1,1,23,13,0,South
1499,5.37,59,778,1,4,21,5,0,East
1500,8.54,13,1169,1,4,25,13,0,West
1501,9.05,26,1771,0,4,11,14,1,North
1502,9.69,36,663,1,3,24,20,0,West
1503,6.21,22,837,0,4,3,15,1,North
1504,8.08,14,1831,1,2,27,8,1,East
1505,7.41,20,224,1,3,10,17,0,North
1506,7.14,60,1970,1,5,9,2,0,North
1507,4.66,22,2204,1,5,6,11,0,West
1508,2.66,11,1176,0,1,22,3,0,East
1509,1.8,15,1333,1,1,10,4,1,South
1510,6.87,21,1966,0,3,17,5,1,South
1511,10.37,13,2239,0,1,4,12,1,East
1512,10.61,47,866,1,1,28,6,1,North
1513,7.0,41,2441,0,4,30,9,0,West
1514,11.1,40,1601,1,2,20,14,1,West
1515,7.32,36,1484,1,1,14,6,1,North
1516,11.8,11,2308,0,4,16,18,1,North
1517,7.56,59,2174,1,3,15,7,1,West
1518,8.65,28,413,0,3,2,9,1,North
1519,6.23,25,1489,0,4,9,14,0,West
1520,7.3,35,614,0,2,12,2,1,West
1521,5.63,54,1968,0,1,29,19,1,East
1522,11.81,41,2247,0,1,14,14,0,North
1523,2.4,53,839,1,2,5,6,0,East
1524,4.9,10,715,0,1,8,4,0,North
1525,1.66,32,1676,1,4,30,15,0,South
1526,3.67,44,2126,1,3,25,5,0,North
1527,8.04,45,271,0,3,11,3,0,North
1528,11.99,14,1348,0,4,5,3,0,North
1529,2.82,16,844,1,1,1,8,1,South
1530,10.88,46,808,0,4,20,10,0,East
1531,11.59,45,1077,1,3,3,10,1,South
1532,6.54,37,937,1,4,4,8,0,East
1533,1.53,45,1443,0,1,17,8,0,North
1534,5.29,53,230,0,2,17,8,1,East
1535,2.61,50,2342,1,3,20,18,0,West
1536,8.93,48,1041,1,1,6,7,0,North
1537,2.07,31,1736,1,1,5,19,1,West
1538,7.61,54,2291,1,1,1,16,1,West
1539,11.9,28,2023,1,1,24,15,0,East
1540,10.36,37,1845,1,4,4,3,1,East
1541,5.11,60,379,0,4,28,17,1,West
1542,10.81,30,1124,0,4,0,14,1,South
1543,3.24,50,1819,0,1,7,19,1,North
1544,6.68,21,2414,0,5,28,5,1,North
1545,11.7,33,252,1,4,30,13,0,West
1546,7.6,55,1544,0,4,10,16,0,North
1547,7.69,25,2212,1,2,30,11,1,North
1548,5.42,14,2317,0,5,7,17,0,West
1549,9.58,34,521,0,2,1,11,1,East
1550,8.06,23,1190,0,5,29,11,0,South
1551,10.4,18,1363,1,2,6,5,0,South
1552,7.46,42,751,0,5,23,3,1,West
1553,2.48,21,365,0,1,0,15,0,North
1554,3.42,20,2139,1,4,1,3,1,West
1555,4.86,23,2021,0,5,6,13,0,South
1556,4.8,23,2216,0,3,6,11,0,South
1557,9.79,24,2332,0,2,7,5,1,North
1558,4.44,30,232,1,2,5,11,1,North
1559,4.27,13,1147,0,1,7,10,1,South
1560,10.54,48,1845,0,5,21,20,1,South
1561,6.36,15,820,1,3,25,4,1,East
1562,8.13,12,2204,0,5,3,1,0,West
1563,7.12,13,1832,0,5,6,18,1,West
1564,6.5,47,564,1,3,26,7,1,East
1565,2.99,40,655,0,3,16,6,0,North
1566,4.32,34,1290,0,2,9,14,0,North
1567,5.17,19,2248,1,2,10,1,0,East
1568,4.68,44,805,0,1,14,9,0,West
1569,2.26,23,1802,1,2,7,6,1,South
1570,11.34,41,1973,1,5,14,19,1,East
1571,6.23,19,1830,0,1,23,9,0,North
1572,7.85,31,292,1,2,4,5,0,North
1573,6.53,35,2294,0,1,10,5,1,North
1574,11.06,23,2326,1,1,1,13,1,East
1575,3.98,41,1554,0,1,10,16,0,North
1576,5.53,45,737,1,4,23,20,1,West
1577,2.11,41,1059,0,5,17,10,1,North
1578,6.78,49,2017,1,2,7,15,0,East
1579,7.92,56,966,1,3,26,16,0,North
1580,10.71,56,240,0,2,8,6,0,East
1581,6.08,59,472,0,4,3,8,1,North
1582,4.59,11,2081,0,4,19,14,1,South
1583,6.24,31,871,0,4,20,20,0,North
1584,4.14,19,2232,0,5,26,16,0,South
1585,4.34,33,516,0,4,15,12,1,West
1586,2.36,57,1949,0,4,17,12,0,East
1587,11.7,29,1484,0,1,10,14,0,South
1588,8.32,12,1865,0,1,29,11,0,North
1589,8.34,57,1103,1,5,9,20,0,South
1590,1.0,20,279,1,4,2,1,1,North
1591,4.89,31,1262,1,3,5,5,1,South
1592,6.81,30,1831,1,4,18,9,0,North
1593,2.43,36,1642,0,4,9,11,0,North
1594,5.23,43,2363,0,3,27,16,0,East
1595,6.56,14,1488,1,1,20,1,0,East
1596,7.07,25,2495,1,2,26,10,1,South
1597,2.57,47,1333,1,2,17,3,1,West
1598,1.25,57,647,1,4,12,3,1,East
1599,1.31,41,1837,0,2,30,17,1,West
1600,3.38,19,2272,1,5,29,7,0,North
1601,3.81,50,928,0,5,26,4,1,North
1602,5.08,19,2060,1,1,2,13,0,South
1603,5.32,40,301,1,3,19,17,0,East
1604,7.66,16,349,0,1,28,2,0,East
1605,4.78,11,961,1,4,25,3,1,North
1606,4.61,12,2356,0,1,0,2,0,North
1607,5.88,44,913,1,1,16,9,0,South
1608,3.78,60,732,0,4,9,12,1,North
1609,9.74,26,1671,0,2,12,18,0,South
1610,8.74,60,1704,1,1,22,10,0,South
1611,11.19,49,1743,1,1,27,10,1,North
1612,10.84,41,1491,0,1,25,15,0,East
1613,8.02,52,1440,0,4,6,1,1,North
1614,2.67,45,2217,0,5,26,8,1,North
1615,9.14,20,2235,0,2,6,18,0,West
1616,5.47,54,2023,1,2,7,18,0,South
1617,2.24,20,683,1,3,9,18,1,North
1618,5.73,51,1024,0,1,19,1,0,East
1619,10.27,39,2400,1,3,20,19,0,West
1620,3.67,14,1737,0,4,18,12,1,West
1621,6.02,52,2219,1,1,9,1,0,North
1622,3.4,41,1416,1,3,9,13,0,West
1623,1.67,53,2006,0,3,9,10,0,South
1624,8.33,51,992,0,3,2,9,0,East
1625,5.04,59,1882,1,4,10,5,0,South
1626,1.19,43,2137,1,5,12,15,0,West
1627,4.27,35,1399,0,2,3,9,1,West
1628,8.16,24,397,0,1,8,9,0,West
1629,2.23,21,2002,0,2,29,6,1,North
1630,3.29,33,299,1,1,23,8,1,West
1631,4.51,47,2134,1,4,0,18,0,North
1632,9.76,14,1920,1,4,2,5,0,South
1633,6.04,34,1139,1,2,25,4,0,East
1634,2.98,14,2142,1,2,2,19,0,West
1635,4.01,28,392,1,1,27,11,1,West
1636,3.0,15,496,0,3,16,13,0,West
1637,3.53,23,904,1,3,21,20,0,North
1638,4.95,26,1077,0,1,18,1,1,North
1639,2.69,34,1566,0,5,11,1,1,North
1640,8.45,17,354,1,2,16,2,1,North
1641,5.29,45,2453,0,4,12,15,0,East
1642,2.84,58,1859,1,4,9,18,1,North
1643,4.26,27,595,0,4,19,20,1,North
1644,8.36,53,529,1,1,5,20,0,East
1645,3.43,56,2243,1,5,29,18,0,East
1646,4.57,31,757,0,4,0,12,1,North
1647,9.35,58,1037,0,3,9,1,1,East
1648,3.89,50,1876,0,5,20,13,1,East
1649,3.78,60,344,1,2,4,12,1,North
1650,6.91,52,737,1,5,20,6,0,East
1651,1.2,25,976,0,4,5,15,1,East
1652,8.93,17,1240,1,2,25,17,0,West
1653,9.98,53,516,1,5,17,12,0,West
1654,1.58,20,693,0,3,26,16,0,North
1655,4.64,58,1720,1,3,23,16,1,North
1656,10.59,18,745,0,1,23,20,1,South
1657,6.83,25,937,0,4,21,11,1,North
1658,8.95,49,597,1,4,11,3,1,South
1659,3.6,27,1539,1,5,2,11,1,East
1660,4.03,25,720,0,5,2,7,0,East
1661,2.35,47,1395,1,1,17,20,1,South
1662,5.41,45,1604,1,1,0,3,0,North
1663,1.31,28,1203,1,5,28,14,1,West
1664,10.2,22,1518,1,2,29,6,1,South
1665,9.99,13,1809,0,5,17,12,0,North
1666,4.95,56,1790,1,3,16,9,0,South
1667,8.8,37,1969,1,5,9,10,1,East
1668,8.13,24,1797,1,4,22,11,0,East
1669,4.78,41,647,1,1,14,17,1,West
1670,3.98,52,1653,0,2,27,19,1,North
1671,5.0,11,294,0,1,29,19,0,North
1672,6.69,25,861,1,5,10,9,1,North
1673,6.0,58,513,1,5,2,5,0,East
1674,11.2,32,1868,0,3,2,1,0,North
1675,1.21,15,1735,1,4,19,13,1,North
1676,1.83,44,2406,1,5,20,2,1,North
1677,5.79,40,1565,0,3,10,4,0,East
1678,4.92,24,2175,1,5,16,4,1,West
1679,11.39,45,410,0,2,12,4,1,West
1680,2.61,43,264,0,2,5,14,1,South
1681,2.72,12,1794,1,1,6,6,1,North
1682,1.16,59,1730,0,3,0,20,1,East
1683,3.34,21,929,0,1,24,15,0,East
1684,1.29,27,1017,1,4,20,13,1,East
1685,6.69,38,1097,0,5,17,4,1,East
1686,4.21,52,940,1,5,24,3,1,North
1687,4.54,26,1663,0,1,1,1,0,South
1688,10.59,60,992,0,4,27,19,0,West
1689,10.2,22,1893,1,3,14,14,0,East
1690,10.47,32,1720,0,2,28,2,1,South
1691,6.49,22,717,0,4,18,13,1,West
1692,5.64,44,906,0,4,25,16,1,North
1693,8.13,36,1521,0,2,27,6,0,West
1694,6.48,55,416,0,3,25,9,1,East
1695,10.06,33,1572,1,3,20,13,1,West
1696,4.86,17,229,1,2,22,18,0,North
1697,10.62,51,342,0,2,30,4,1,North
1698,2.44,46,459,0,1,25,19,0,South
1699,11.83,29,1903,1,2,24,11,0,West
1700,9.28,22,1709,1,5,1,14,0,North
1701,11.99,25,648,0,5,12,4,0,North
1702,5.67,20,1003,1,5,21,2,0,West
1703,1.61,15,2075,1,5,30,13,1,West
1704,2.34,20,2126,0,3,19,20,0,West
1705,5.45,38,1859,0,3,9,14,0,East
1706,3.15,46,265,0,2,11,13,0,South
1707,1.06,42,2231,1,2,25,5,1,West
1708,10.12,44,1944,1,1,30,20,1,South
1709,10.12,46,1879,0,2,6,20,0,West
1710,1.56,44,1964,1,2,16,11,1,South
1711,4.9,56,2034,0,4,13,14,0,East
1712,3.34,37,2022,0,1,30,20,0,South
1713,4.03,43,1542,1,5,25,7,1,North
1714,10.04,48,1422,1,4,26,9,0,South
1715,6.17,37,1396,1,3,21,18,0,East
1716,11.97,49,2104,0,3,10,12,0,East
1717,8.44,33,1560,1,5,2,3,1,East
1718,3.2,32,824,1,3,14,10,0,East
1719,8.71,19,2408,1,1,17,3,1,North
1720,5.67,34,292,1,4,23,20,0,East
1721,3.25,54,431,1,4,14,12,0,East
1722,9.41,41,1304,0,1,23,17,1,North
1723,2.81,28,1306,1,1,19,9,0,South
1724,6.82,10,761,1,4,10,1,0,West
1725,3.76,59,256,0,2,2,13,1,South
1726,2.56,19,2130,1,4,18,10,0,West
1727,8.89,46,1699,0,5,16,6,1,South
1728,6.94,60,1981,1,3,18,19,1,South
1729,7.28,58,2303,1,5,9,16,0,West
1730,10.92,35,1223,1,1,4,10,1,South
1731,4.24,35,266,1,2,8,12,1,East
1732,4.42,13,520,1,2,18,2,0,North
1733,4.0,17,1201,1,4,28,1,1,East
1734,9.01,39,2488,1,5,1,3,1,South
1735,9.12,46,333,0,2,7,12,1,North
1736,2.31,19,967,1,1,14,11,0,South
1737,7.1,27,509,1,2,18,8,0,North
1738,4.06,30,432,1,3,19,8,1,East
1739,7.66,42,2384,0,1,7,1,1,North
1740,9.97,13,2393,1,3,22,1,0,East
1741,11.42,51,495,1,3,8,6,0,East
1742,3.12,44,1465,1,3,22,20,1,West
1743,2.69,36,1293,1,1,27,14,0,North
1744,10.84,58,411,0,2,9,12,0,North
1745,7.11,30,1909,0,5,5,18,1,North
1746,9.11,17,1316,1,3,6,13,0,West
1747,10.12,21,520,1,3,11,15,0,North
1748,10.2,54,1694,1,1,25,4,1,South
1749,9.34,18,2067,1,5,29,6,1,West
1750,2.05,56,1947,0,5,10,16,1,West
1751,6.22,29,1608,0,5,2,11,1,South
1752,10.39,23,2215,1,1,26,3,1,North
1753,3.31,39,1991,0,3,1,5,0,South
1754,5.28,18,230,0,1,21,1,1,South
1755,4.05,47,204,1,3,10,9,0,West
1756,3.41,23,1275,0,5,4,15,1,South
1757,11.59,12,1886,1,3,5,8,1,North
1758,4.55,54,785,0,4,8,3,1,South
1759,1.67,28,708,1,1,1,2,0,South
1760,5.89,59,1372,1,2,4,14,1,South
1761,8.21,58,2064,0,3,26,8,1,West
1762,5.75,60,1086,0,3,1,8,1,South
1763,5.27,45,1177,0,1,3,7,0,South
1764,8.86,49,1144,0,1,0,15,1,West
1765,3.27,10,1947,1,1,30,3,0,North
1766,2.75,18,2138,0,5,22,14,0,South
1767,8.92,17,785,0,4,28,10,1,South
1768,11.36,43,1694,1,5,23,9,0,East
1769,8.06,42,579,0,5,18,16,1,South
1770,5.06,32,767,1,5,1,15,1,North
1771,5.73,50,1508,1,2,2,13,0,South
1772,3.3,28,969,1,4,20,10,1,East
1773,2.72,22,2345,0,5,28,4,0,East
1774,11.48,32,637,0,3,16,5,1,North
1775,11.62,14,1820,1,1,5,20,0,West
1776,6.34,53,1941,1,4,22,12,0,West
1777,8.82,19,428,0,4,5,8,0,West
1778,10.52,20,1140,0,5,13,5,1,South
1779,2.9,41,1760,0,1,28,6,0,East
1780,11.53,41,341,1,5,3,8,0,West
1781,3.73,51,1731,1,4,2,17,0,North
1782,4.02,13,1760,1,2,29,1,0,East
1783,2.55,38,1031,1,5,15,16,0,West
1784,11.15,21,2379,0,3,3,13,1,West
1785,5.68,32,2214,1,5,10,4,0,East
1786,1.17,51,2353,0,5,17,14,1,South
1787,8.18,35,222,0,5,7,3,0,North
1788,8.99,41,750,1,4,11,15,1,West
1789,11.08,46,668,1,2,0,4,0,North
1790,2.72,35,2402,0,2,24,19,1,South
1791,6.9,57,926,0,4,29,17,1,South
1792,10.76,15,2265,1,4,6,15,0,West
1793,11.64,57,1586,0,3,16,5,1,East
1794,1.09,52,1606,0,3,11,18,0,East
1795,8.77,32,2235,0,1,6,6,0,East
1796,2.78,19,1120,1,4,3,1,0,North
1797,5.72,11,2124,0,2,2,10,1,East
1798,6.22,33,1533,0,1,14,9,0,East
1799,10.32,27,760,0,5,4,10,1,West
1800,3.06,28,2049,1,2,29,20,0,North
1801,4.16,22,1588,1,3,18,14,0,North
1802,9.72,19,1418,1,3,13,13,0,South
1803,8.44,24,925,1,5,30,12,0,West
1804,11.74,35,1568,1,4,30,14,1,East
1805,2.52,60,1319,0,3,18,9,0,North
1806,3.71,43,891,1,5,6,18,1,East
1807,9.45,52,2499,0,4,18,4,0,South
