order_id,distance_km,delivery_time,order_value,peak_hour,batch_size,rider_idle_time,warehouse_wait_time,cancelled,city_zone,cost_per_order,sla_violation
949,1.09,57,1270,0,5,10,19,1,West,94.22,1
950,1.59,20,924,0,1,8,18,1,East,42.72,0
951,10.0,38,845,1,3,9,17,0,West,137.0,1
952,6.36,60,1953,1,5,14,7,0,North,140.88,1
953,10.92,10,1524,1,2,12,13,0,South,102.36,0
954,11.01,57,1092,1,4,6,5,0,South,173.57999999999998,1
955,8.86,59,1286,0,2,8,18,1,West,159.38,1
956,3.2,31,1558,1,3,28,16,1,West,72.1,1
957,3.68,56,366,0,3,24,1,1,West,113.44,1
958,2.3,41,1896,0,4,7,3,1,West,79.9,1
959,7.94,44,1424,0,2,18,8,0,East,129.52,1
960,9.15,26,318,0,4,4,5,0,South,112.2,0
961,6.83,23,1710,1,1,18,9,1,North,89.14,0
962,7.95,30,2404,1,2,5,20,0,North,108.6,0
963,1.43,40,1573,0,4,21,12,1,South,71.44,1
964,4.27,16,2020,1,1,2,14,1,North,58.16,0
965,7.65,31,981,1,2,11,4,1,North,107.7,1
966,7.13,34,278,0,4,17,3,0,North,108.03999999999999,1
967,9.94,51,1279,0,3,22,3,1,West,156.01999999999998,1
968,8.62,22,571,1,4,21,4,1,West,101.96,0
969,10.27,23,926,1,4,29,6,1,North,116.66,0
970,6.91,20,854,0,4,24,17,0,South,85.28,0
971,7.73,42,1732,0,3,29,20,0,South,124.84,1
972,6.73,18,1910,0,3,23,11,0,West,80.84,0
973,10.25,43,1925,1,3,17,7,0,South,146.5,1
974,5.87,45,927,0,3,7,19,1,East,114.46000000000001,1
975,3.38,46,1682,0,5,16,12,1,East,96.03999999999999,1
976,7.21,18,494,1,2,14,16,1,South,84.68,0
977,2.13,45,1040,1,2,8,15,1,South,84.53999999999999,1
978,9.33,56,2410,1,2,4,10,1,West,158.64,1
979,7.75,20,381,1,2,21,11,0,West,92.0,0
980,8.74,52,328,0,5,0,5,1,West,147.92000000000002,1
981,8.18,16,2445,0,2,30,6,0,East,89.44,0
982,4.89,53,1840,1,2,21,13,0,North,118.62,1
983,3.45,21,2394,1,3,12,11,1,East,59.1,0
984,10.47,17,755,1,1,12,3,0,East,109.26,0
985,9.03,41,1220,0,2,0,8,0,East,133.74,1
986,3.32,43,2335,1,1,12,15,1,East,91.06,1
987,4.94,17,235,0,2,12,11,1,North,65.02000000000001,0
988,11.69,27,798,1,5,13,12,1,North,134.01999999999998,0
989,8.32,44,1870,0,4,21,2,1,East,132.56,1
990,9.19,22,2280,0,1,1,16,1,North,106.52,0
991,1.77,24,2473,1,2,27,1,0,North,50.16,0
992,3.31,55,1741,0,5,8,13,0,North,108.98,1
993,4.63,29,992,1,4,26,4,1,West,80.53999999999999,0
994,6.51,12,1041,0,5,0,18,1,South,70.08,0
995,6.82,32,2369,1,3,0,10,0,South,102.56,1
996,4.26,46,1431,1,5,0,16,1,East,103.08,1
997,8.37,13,1163,1,2,21,7,1,North,86.46,0
998,9.45,23,2250,0,1,13,5,1,South,110.1,0
999,11.51,19,2127,1,5,21,10,0,East,120.58,0
1000,7.58,53,2021,0,1,28,6,1,South,140.14,1
1001,8.03,22,1036,0,4,23,12,1,West,97.24,0
1002,9.76,51,757,1,4,28,4,1,North,154.57999999999998,1
1003,5.52,31,343,0,5,20,9,0,South,90.66,1
1004,10.0,35,2114,0,2,2,16,0,East,132.5,1
1005,5.49,51,564,1,1,2,19,1,North,120.42,1
1006,8.27,11,512,1,1,27,8,1,North,82.66,0
1007,5.59,13,1807,1,5,25,16,0,North,64.22,0
1008,11.64,39,2298,1,5,11,6,1,North,151.62,1
1009,10.4,36,1778,1,5,0,15,1,East,137.2,1
1010,5.12,31,2297,0,2,27,17,0,South,87.46000000000001,1
1011,2.13,46,634,1,4,0,4,1,North,86.03999999999999,1
1012,2.97,24,1376,1,5,21,6,1,West,59.760000000000005,0
1013,8.55,30,1307,0,1,21,20,1,West,113.4,0
1014,10.69,46,2194,1,4,8,11,1,West,154.51999999999998,1
1015,4.02,33,336,1,1,23,12,0,North,81.66,1
1016,5.93,48,1658,0,3,29,6,1,West,119.44,1
1017,6.62,10,659,0,5,17,12,1,South,67.96000000000001,0
1018,3.57,14,2365,0,1,0,14,1,East,49.56,0
1019,3.49,57,993,0,4,3,13,0,West,113.42,1
1020,2.7,26,968,0,3,10,8,1,South,60.6,0
1021,7.95,14,1697,0,3,16,1,1,East,84.6,0
1022,8.85,36,2214,1,3,16,5,0,West,124.8,1
1023,3.84,15,1738,0,1,2,1,1,North,53.22,0
1024,2.78,39,675,1,2,29,14,1,South,80.74,1
1025,10.2,17,874,1,4,21,10,1,North,107.1,0
1026,11.51,59,2203,0,4,18,2,1,South,180.57999999999998,1
1027,9.72,16,2337,1,4,29,18,1,East,101.76,0
1028,1.82,20,779,0,5,24,17,1,South,44.56,0
1029,11.92,49,1647,1,2,8,10,1,West,168.86,1
1030,8.56,17,377,0,3,23,13,0,South,93.98,0
1031,8.44,17,2253,0,4,11,9,1,North,93.02,0
1032,6.42,60,1851,0,1,23,4,1,South,141.36,1
1033,6.12,51,1991,1,1,23,11,1,East,125.46000000000001,1
1034,8.55,58,1701,1,2,9,4,0,North,155.4,1
1035,10.05,48,615,0,4,7,10,0,West,152.4,1
1036,3.58,52,1095,0,2,29,19,0,West,106.64,1
1037,9.69,54,2159,1,4,21,15,1,South,158.51999999999998,1
1038,4.73,50,215,1,2,16,10,1,South,112.84,1
1039,6.3,20,2391,0,1,28,14,0,West,80.4,0
1040,8.8,45,1939,0,3,3,15,0,West,137.9,1
1041,10.63,14,2144,0,2,23,19,0,West,106.04,0
1042,4.98,58,765,0,2,30,10,0,South,126.84,1
1043,2.32,53,215,1,5,18,1,0,North,98.06,1
1044,11.91,25,1458,1,1,19,4,0,North,132.78,0
1045,3.04,57,2044,0,2,17,11,0,West,109.82,1
1046,1.12,16,1251,0,1,7,11,1,South,32.96,0
1047,9.23,21,1229,1,1,11,13,0,South,105.34,0
1048,5.49,50,316,1,1,4,15,0,East,118.92,1
1049,5.01,26,737,0,3,9,4,1,West,79.08,0
1050,5.49,42,455,0,4,11,8,0,East,106.92,1
1051,9.09,57,2165,1,1,12,11,1,West,158.22,1
1052,5.57,26,2303,1,5,6,5,0,East,83.56,0
1053,1.77,15,2390,1,2,29,20,0,West,36.66,0
1054,1.19,49,2165,0,5,2,20,1,South,83.02,1
1055,11.59,43,1864,1,5,5,14,1,West,157.22,1
1056,2.41,28,940,0,2,12,17,1,East,61.28,0
1057,1.23,58,424,0,5,9,7,0,South,96.84,1
1058,11.63,43,2364,0,2,17,2,0,West,157.54000000000002,1
1059,1.33,21,2277,1,4,2,14,1,North,42.14,0
1060,4.26,44,1131,0,1,16,6,0,South,100.08,1
1061,4.11,15,712,0,1,7,17,1,South,55.38,0
1062,4.12,33,2497,1,5,19,15,0,South,82.46000000000001,1
1063,6.93,54,2486,0,1,14,11,1,West,136.44,1
1064,5.22,13,1889,1,1,9,6,0,East,61.26,0
1065,8.05,51,2298,0,4,20,13,1,East,140.9,1
1066,2.95,25,859,0,4,30,20,0,West,61.1,0
1067,6.11,14,1734,0,1,2,5,1,North,69.88,0
1068,7.12,58,1425,0,1,9,6,1,North,143.96,1
1069,1.77,13,249,0,1,24,9,1,South,33.66,0
1070,5.18,59,1252,0,1,28,9,1,West,129.94,1
1071,6.83,35,267,1,1,9,5,0,South,107.14,1
1072,5.01,39,1339,1,5,29,10,0,North,98.58,1
1073,6.62,48,509,1,4,2,3,0,North,124.96000000000001,1
1074,11.5,55,1197,0,2,25,19,0,West,174.5,1
1075,4.69,48,2452,0,3,0,14,1,East,109.52000000000001,1
1076,11.31,46,1580,1,1,12,5,1,West,159.48000000000002,1
1077,10.93,23,1247,1,4,2,11,0,West,121.94,0
1078,7.33,53,1960,1,5,2,14,0,West,138.14,1
1079,6.34,31,1660,1,4,17,16,0,North,97.22,1
1080,1.69,48,2100,1,2,13,16,0,North,85.52,1
1081,5.76,56,1013,1,4,7,7,0,West,130.07999999999998,1
1082,10.23,56,975,1,4,14,6,1,East,165.84,1
1083,4.6,56,2036,0,4,27,3,1,North,120.8,1
1084,5.3,18,1030,0,1,25,8,1,South,69.4,0
1085,6.78,19,2140,1,3,13,12,0,South,82.74000000000001,0
1086,5.36,35,2022,1,2,3,2,1,East,95.38,1
1087,2.19,34,2334,0,5,20,16,0,West,68.52,1
1088,7.74,26,1286,0,1,0,5,1,West,100.92,0
1089,11.04,19,1613,1,2,14,12,1,North,116.82,0
1090,7.82,35,2049,1,5,12,17,1,East,115.06,1
1091,1.59,29,2370,0,1,28,18,0,West,56.22,0
1092,11.77,20,818,1,1,6,8,0,East,124.16,0
1093,10.78,41,2353,0,2,9,14,0,West,147.74,1
1094,2.14,60,2205,1,3,8,10,0,South,107.12,1
1095,10.72,24,1368,0,1,20,16,1,East,121.76,0
1096,11.7,15,832,0,3,20,1,0,North,116.1,0
1097,11.99,26,2057,0,2,20,6,0,South,134.92000000000002,0
1098,11.67,38,2274,0,1,14,7,1,East,150.36,1
1099,3.6,12,2025,1,5,21,9,1,West,46.8,0
1100,5.6,30,1339,0,3,16,8,1,South,89.8,0
1101,1.94,50,2340,0,4,30,5,0,South,90.52,1
1102,4.4,60,2156,0,4,24,11,1,West,125.2,1
1103,2.62,23,305,0,1,6,10,1,East,55.46,0
1104,8.02,27,2495,1,4,21,2,1,East,104.66,0
1105,4.15,14,1196,0,1,24,8,0,North,54.2,0
1106,9.02,46,2272,1,4,27,3,1,West,141.16,1
1107,2.59,48,340,1,5,7,19,0,East,92.72,1
1108,3.68,20,401,0,4,20,3,0,North,59.44,0
1109,5.86,32,1166,1,5,7,14,0,South,94.88,1
1110,2.44,46,1010,0,2,14,3,1,East,88.52,1
1111,9.0,35,1257,0,4,21,13,0,North,124.5,1
1112,7.63,16,540,0,1,16,5,0,South,85.03999999999999,0
1113,6.61,34,697,0,3,6,17,0,East,103.88,1
1114,8.56,28,473,0,2,8,4,0,East,110.48,0
1115,2.7,45,951,0,4,12,13,1,North,89.1,1
1116,10.54,26,2483,1,1,1,12,0,North,123.32,0
1117,11.58,32,814,1,2,28,9,0,West,140.64,1
1118,7.33,35,900,1,2,12,14,1,East,111.14,1
1119,2.69,38,2424,0,3,3,12,1,West,78.52,1
1120,5.58,52,1566,1,1,2,10,0,South,122.64,1
1121,8.56,30,819,0,5,19,6,0,East,113.48,0
1122,3.06,40,841,1,5,9,6,0,West,84.48,1
1123,10.53,20,1678,1,2,11,14,0,West,114.24,0
1124,1.18,10,2076,0,1,3,12,1,East,24.439999999999998,0
1125,6.95,23,2284,1,1,10,10,1,North,90.1,0
1126,2.81,56,1039,1,3,14,20,0,East,106.48,1
1127,3.97,43,2274,1,5,3,1,0,West,96.26,1
1128,10.56,12,2342,1,5,19,8,0,East,102.48,0
1129,9.59,58,1338,1,2,18,17,0,West,163.72,1
1130,9.19,14,379,0,2,4,7,0,North,94.52,0
1131,11.92,58,639,0,2,0,15,0,North,182.36,1
1132,4.2,13,1849,1,1,18,3,1,North,53.1,0
1133,6.79,39,589,0,1,3,11,0,West,112.82,1
1134,11.39,33,1285,1,1,2,2,1,West,140.62,1
1135,2.41,51,1454,0,3,15,9,1,North,95.78,1
1136,8.66,56,1324,0,1,15,9,0,North,153.28,1
1137,9.34,39,2248,0,2,25,10,0,West,133.22,1
1138,7.23,35,1072,0,5,3,17,0,South,110.34,1
1139,1.78,57,1154,0,2,24,4,1,West,99.74,1
1140,7.97,31,413,0,3,9,19,0,South,110.25999999999999,1
1141,3.14,42,980,1,4,20,9,1,West,88.12,1
1142,6.0,10,1042,0,2,21,8,0,West,63.0,0
1143,10.88,44,702,0,2,0,19,1,South,153.04000000000002,1
1144,5.94,14,2002,0,3,22,10,1,North,68.52000000000001,0
1145,1.14,41,2340,1,3,23,11,1,North,70.62,1
1146,6.51,22,2082,0,4,23,17,1,East,85.08,0
1147,5.57,50,431,0,4,15,7,1,East,119.56,1
1148,11.53,14,454,1,4,16,2,1,South,113.24,0
1149,5.23,25,1456,0,5,18,13,0,South,79.34,0
1150,4.73,11,1182,0,4,15,9,0,North,54.34,0
1151,5.98,42,2432,1,1,30,8,1,East,110.84,1
1152,11.95,48,1510,1,4,23,13,1,South,167.6,1
1153,11.45,28,912,0,1,13,7,1,East,133.6,0
1154,8.09,30,2240,0,5,20,1,0,North,109.72,0
1155,10.0,25,1963,0,1,5,8,0,West,117.5,0
1156,8.69,58,1463,1,1,11,5,0,West,156.51999999999998,1
1157,11.17,29,474,0,1,17,18,1,West,132.86,0
1158,7.61,49,2421,0,4,21,11,0,North,134.38,1
1159,2.62,15,1691,0,1,0,14,1,North,43.46,0
1160,3.13,56,1493,0,3,21,3,1,West,109.03999999999999,1
1161,3.58,35,466,1,4,2,1,1,South,81.14,1
1162,1.86,56,1663,0,5,22,8,1,East,98.88,1
1163,7.18,50,2408,0,5,0,11,0,North,132.44,1
1164,11.23,53,1459,1,5,27,17,0,North,169.34,1
1165,9.95,51,238,1,1,20,7,0,West,156.1,1
1166,8.29,10,775,0,1,26,1,0,West,81.32,0
1167,4.26,24,1105,1,3,26,7,0,West,70.08,0
1168,6.23,24,2126,1,5,9,12,1,East,85.84,0
1169,8.39,43,1694,0,3,1,10,1,South,131.62,1
1170,9.39,19,2468,0,3,13,7,0,West,103.62,0
1171,10.45,15,254,1,3,10,2,1,East,106.1,0
1172,6.25,36,1954,0,4,9,19,1,South,104.0,1
1173,1.77,46,1574,1,3,25,12,0,West,83.16,1
1174,7.31,23,2387,1,1,10,17,0,South,92.97999999999999,0
1175,5.86,17,1489,0,1,0,20,1,South,72.38,0
1176,3.54,50,1755,1,1,14,1,0,West,103.32,1
1177,1.02,46,1608,1,5,2,16,0,West,77.16,1
1178,11.61,19,1705,0,4,15,1,1,North,121.38,0
1179,7.29,58,947,1,2,10,20,1,West,145.32,1
1180,3.57,41,1559,0,2,17,20,0,South,90.06,1
1181,6.54,35,2466,1,3,29,16,0,South,104.82,1
1182,1.31,18,1920,1,4,13,16,1,East,37.480000000000004,0
1183,8.21,12,1434,1,4,23,17,0,East,83.68,0
1184,7.44,16,664,1,2,9,8,1,South,83.52000000000001,0
1185,6.21,53,1188,1,5,22,4,0,East,129.18,1
1186,8.56,23,2388,0,5,5,19,0,North,102.98,0
1187,1.79,32,2462,0,3,15,18,0,North,62.32,1
1188,11.18,34,1799,1,3,12,12,1,North,140.44,1
1189,11.76,19,1222,0,3,23,12,1,West,122.58,0
1190,10.95,23,1731,0,4,17,10,1,North,122.1,0
1191,6.48,56,1295,1,5,30,5,0,South,135.84,1
1192,1.69,27,1040,0,5,23,1,1,South,54.019999999999996,0
1193,3.14,35,2253,0,5,28,9,0,South,77.62,1
1194,3.1,37,2112,0,1,25,9,0,North,80.3,1
1195,11.83,57,2455,1,5,28,4,0,North,180.14,1
1196,9.43,57,457,1,4,5,8,1,East,160.94,1
1197,9.14,41,278,0,5,9,3,1,East,134.62,1
1198,3.69,22,1375,0,4,18,7,0,North,62.519999999999996,0
1199,4.86,12,443,0,5,17,2,1,South,56.88,0
1200,5.27,39,1961,0,4,28,7,0,South,100.66,1
1201,9.48,54,712,0,3,8,10,1,West,156.84,1
1202,3.45,29,2075,1,3,18,20,0,West,71.1,0
1203,10.05,45,1677,0,2,27,16,0,East,147.9,1
1204,2.8,13,483,0,5,29,2,0,South,41.9,0
1205,4.81,53,1019,1,1,10,17,1,North,117.97999999999999,1
1206,1.68,22,1619,0,2,8,2,1,East,46.44,0
1207,7.03,41,2342,0,4,28,2,1,South,117.74000000000001,1
1208,3.53,54,877,1,5,3,20,0,North,109.24,1
1209,10.06,37,566,1,1,18,13,1,South,135.98000000000002,1
1210,11.52,60,1275,0,3,3,7,1,East,182.16,1
1211,5.6,12,920,1,3,2,11,1,South,62.8,0
1212,8.68,19,1067,1,3,26,5,0,East,97.94,0
1213,4.07,16,1150,0,1,3,17,1,South,56.56,0
1214,1.15,46,733,0,4,28,8,1,North,78.2,1
1215,7.23,35,817,1,4,29,9,0,North,110.34,1
1216,9.77,47,325,1,3,13,17,0,South,148.66,1
1217,7.5,43,1607,1,5,21,9,1,North,124.5,1
1218,10.13,23,1677,1,1,18,17,1,North,115.54,0
1219,4.23,12,774,1,3,13,10,0,North,51.84,0
1220,2.6,39,1562,1,2,24,6,1,North,79.3,1
1221,3.64,21,1397,1,2,2,9,0,East,60.620000000000005,0
1222,1.63,14,2199,1,3,8,15,1,South,34.04,0
1223,2.76,17,1897,1,4,28,9,1,South,47.58,0
1224,2.8,17,1932,0,1,7,17,0,West,47.9,0
1225,8.97,60,1500,1,2,2,8,1,South,161.76,1
1226,9.73,20,654,0,5,20,4,0,North,107.84,0
1227,2.08,58,968,0,2,0,8,1,East,103.64,1
1228,9.74,21,873,0,1,30,15,1,South,109.42,0
1229,11.21,11,933,1,1,14,3,1,West,106.18,0
1230,4.14,35,243,1,2,1,7,0,East,85.62,1
1231,10.72,21,1718,1,4,27,18,0,North,117.26,0
1232,8.05,35,2366,1,5,16,19,0,North,116.9,1
1233,10.6,39,1187,1,3,30,20,0,East,143.3,1
1234,1.16,23,1478,0,4,7,1,0,East,43.78,0
1235,6.81,50,1278,1,3,23,11,1,West,129.48,1
1236,7.41,58,636,1,5,6,3,1,North,146.28,1
1237,1.89,58,1425,0,1,29,16,0,West,102.12,1
1238,9.41,32,1263,1,2,2,2,1,North,123.28,1
1239,7.78,57,1725,0,3,16,14,0,West,147.74,1
1240,8.81,40,2352,1,4,15,8,0,North,130.48000000000002,1
1241,2.75,42,254,1,1,25,8,0,North,85.0,1
1242,8.91,56,701,0,5,19,15,0,South,155.28,1
1243,3.15,42,2216,0,3,18,15,0,West,88.2,1
1244,8.88,56,2408,1,2,9,18,0,South,155.04000000000002,1
1245,7.53,52,1102,1,2,25,6,0,North,138.24,1
1246,7.99,47,2157,0,3,8,10,1,West,134.42000000000002,1
1247,10.72,13,990,0,2,21,8,1,East,105.26,0
1248,9.64,32,2425,0,3,17,18,0,South,125.12,1
1249,4.56,12,1952,0,1,28,3,0,East,54.48,0
1250,5.93,28,539,1,4,19,7,1,West,89.44,0
1251,3.68,53,1015,1,1,10,3,0,South,108.94,1
1252,9.53,33,1147,0,1,14,20,1,North,125.74,1
1253,5.59,29,523,0,3,9,19,1,North,88.22,0
1254,10.63,37,945,1,4,18,2,0,West,140.54000000000002,1
1255,9.55,20,472,0,4,22,8,0,East,106.4,0
1256,5.94,41,245,1,4,9,15,1,North,109.02000000000001,1
1257,5.41,14,1439,1,2,29,4,0,South,64.28,0
1258,6.38,21,2406,0,1,25,5,1,South,82.53999999999999,0
1259,2.24,23,1110,0,1,26,5,1,West,52.42,0
1260,3.21,53,1815,0,4,9,2,0,South,105.18,1
1261,3.09,36,1642,1,2,22,20,1,East,78.72,1
1262,7.75,11,1208,1,2,30,7,0,North,78.5,0
1263,10.28,58,1614,0,1,9,20,1,West,169.24,1
1264,7.19,20,1614,1,2,29,7,1,South,87.52000000000001,0
1265,2.23,57,513,0,5,30,1,0,West,103.34,1
1266,1.26,29,2438,0,5,6,1,0,East,53.58,0
1267,10.83,46,1060,1,1,30,3,1,North,155.64,1
1268,10.87,11,288,1,1,29,4,1,East,103.46,0
1269,2.28,46,1912,1,4,4,11,0,South,87.24,1
1270,9.69,34,1706,0,4,4,18,0,South,128.51999999999998,1
1271,7.66,57,1798,0,4,8,16,0,North,146.78,1
1272,1.11,42,1419,0,4,13,4,1,West,71.88,1
1273,8.74,60,258,0,3,23,4,0,South,159.92000000000002,1
1274,2.38,26,2257,1,1,8,13,0,East,58.04,0
1275,1.09,17,1166,0,5,17,9,1,West,34.22,0
1276,2.41,46,1055,1,1,29,12,1,East,88.28,1
1277,3.66,31,2119,1,5,9,4,1,North,75.78,1
1278,3.15,57,1673,0,4,9,10,0,East,110.7,1
1279,2.64,51,2279,0,3,7,5,1,North,97.62,1
1280,7.6,17,1254,0,1,17,6,1,West,86.3,0
1281,1.55,20,2341,0,1,1,8,0,North,42.4,0
1282,7.3,13,2280,0,3,7,11,1,South,77.9,0
1283,11.75,22,1292,0,1,11,19,1,South,127.0,0
1284,1.89,40,1972,1,2,6,16,1,East,75.12,1
1285,5.02,28,1200,0,5,12,18,0,East,82.16,0
1286,8.32,31,1006,0,3,12,20,0,West,113.06,1
1287,2.95,12,2389,1,1,25,10,1,South,41.6,0
1288,8.06,36,208,0,1,6,15,0,West,118.48,1
1289,8.99,12,722,0,5,0,19,0,South,89.92,0
1290,10.53,35,1175,1,5,8,12,0,East,136.74,1
1291,9.77,54,1164,0,4,28,2,0,North,159.16,1
1292,9.28,32,651,0,3,5,6,1,East,122.24,1
1293,3.08,26,804,1,5,29,20,1,East,63.64,0
1294,7.22,50,1342,0,2,21,11,0,South,132.76,1
1295,2.97,40,2296,0,2,16,14,1,South,83.76,1
1296,7.98,14,2115,1,3,5,5,0,East,84.84,0
1297,3.66,36,1718,1,3,28,5,0,West,83.28,1
1298,8.59,23,1596,0,1,8,18,0,West,103.22,0
1299,4.64,50,926,0,1,21,1,0,East,112.12,1
1300,10.19,25,2368,0,4,14,4,0,West,119.02,0
1301,7.44,57,1703,1,4,6,17,0,West,145.02,1
1302,4.29,20,887,1,5,7,1,1,South,64.32,0
1303,4.7,44,870,1,2,30,19,1,West,103.6,1
1304,6.63,56,394,0,5,21,15,0,North,137.04,1
1305,7.55,56,793,0,2,26,20,0,West,144.4,1
1306,3.14,11,1551,0,5,13,20,0,South,41.620000000000005,0
1307,9.72,25,2332,0,5,0,3,0,South,115.26,0
1308,6.33,14,956,0,2,6,4,1,North,71.64,0
1309,8.68,55,1258,1,2,11,15,0,South,151.94,1
1310,11.19,58,900,1,4,9,18,1,West,176.51999999999998,1
1311,7.68,34,995,0,3,5,17,0,North,112.44,1
1312,1.29,50,338,0,4,10,14,1,East,85.32,1
1313,2.51,55,1126,0,4,23,6,0,East,102.58,1
1314,1.57,46,2252,0,5,27,16,0,West,81.56,1
1315,8.4,47,2444,1,3,13,7,0,North,137.7,1
1316,2.95,23,1393,0,1,28,9,0,North,58.1,0
1317,1.69,24,226,0,1,28,15,1,North,49.519999999999996,0
1318,2.98,55,1154,1,4,29,7,1,East,106.34,1
1319,11.96,22,1570,0,1,29,17,0,South,128.68,0
1320,5.47,31,293,1,1,30,13,1,North,90.25999999999999,1
1321,9.26,35,1052,0,3,18,3,0,West,126.58,1
1322,3.56,14,1379,1,5,25,20,0,South,49.480000000000004,0
1323,11.97,44,2312,1,5,27,4,1,West,161.76,1
1324,11.63,12,1862,1,3,17,13,0,West,111.04,0
1325,2.34,42,513,1,1,9,13,1,North,81.72,1
1326,10.3,37,829,1,4,22,1,1,East,137.9,1
1327,7.55,48,878,0,3,16,19,1,South,132.4,1
1328,6.34,43,1995,1,3,27,20,1,West,115.22,1
1329,2.75,49,1483,0,2,8,9,0,West,95.5,1
1330,10.4,49,1602,1,4,1,10,0,East,156.7,1
1331,4.65,13,1271,1,5,29,5,1,West,56.7,0
1332,1.05,32,1151,1,3,24,13,0,West,56.4,1
1333,9.78,26,1628,1,5,8,15,1,South,117.24,0
1334,6.85,21,2282,1,2,7,13,0,North,86.3,0
1335,11.4,48,2357,0,2,25,13,1,North,163.2,1
1336,11.72,21,1775,0,5,0,9,1,East,125.26,0
1337,4.1,31,570,1,2,10,16,0,South,79.3,1
1338,4.78,48,547,1,2,7,5,1,West,110.24000000000001,1
1339,4.86,44,1689,0,3,10,2,0,West,104.88,1
1340,8.49,12,1446,1,2,13,5,0,North,85.92,0
1341,8.68,25,2449,0,4,20,16,1,West,106.94,0
1342,4.64,43,1416,0,2,26,8,1,North,101.62,1
1343,4.83,36,2139,1,1,8,14,1,North,92.64,1
1344,11.54,35,653,0,4,14,2,1,North,144.82,1
1345,1.57,22,1829,1,3,18,9,0,South,45.56,0
1346,5.44,26,1715,0,1,0,5,0,West,82.52000000000001,0
1347,4.9,37,1615,0,3,20,16,1,North,94.7,1
1348,4.03,28,641,0,3,10,6,0,South,74.24000000000001,0
1349,8.54,19,1231,0,4,5,15,0,West,96.82,0
1350,3.98,59,1336,0,3,16,5,1,South,120.34,1
1351,9.94,17,2394,0,3,25,5,0,North,105.02,0
1352,1.78,60,544,0,5,1,6,0,East,104.24,1
1353,5.61,52,1067,1,3,17,1,0,North,122.88,1
1354,5.58,42,317,0,1,17,20,0,North,107.64,1
1355,10.62,30,2109,0,3,17,11,0,East,129.95999999999998,0
1356,1.03,44,926,0,4,24,2,1,North,74.24,1
1357,9.4,41,806,0,1,28,7,1,North,136.7,1
1358,1.7,50,849,1,2,26,9,0,East,88.6,1
1359,10.91,26,2440,1,2,22,19,0,East,126.28,0
1360,4.4,41,1419,0,2,17,2,1,North,96.7,1
1361,6.14,50,1436,0,3,5,20,0,West,124.12,1
1362,3.04,16,998,0,3,15,10,0,South,48.32,0
1363,4.89,48,2035,1,1,20,10,1,West,111.12,1
1364,9.22,57,728,1,1,7,10,0,East,159.26,1
1365,1.33,26,1811,1,4,30,8,0,East,49.64,0
1366,9.46,42,1227,0,5,26,12,0,North,138.68,1
1367,5.23,19,1053,0,4,11,7,0,East,70.34,0
1368,4.05,12,2310,1,5,6,18,0,South,50.4,0
1369,5.42,31,350,0,2,2,18,1,North,89.86,1
1370,2.48,27,2340,0,1,12,15,0,South,60.34,0
1371,4.99,26,1001,1,3,19,18,0,East,78.92,0
1372,11.25,36,1770,1,4,23,11,1,North,144.0,1
1373,11.22,32,1459,0,5,13,20,0,South,137.76,1
1374,4.18,51,268,1,3,12,5,1,West,109.94,1
1375,10.21,46,1570,0,4,26,10,0,East,150.68,1
1376,4.09,14,484,1,3,18,10,1,East,53.72,0
1377,11.79,34,1810,1,1,28,19,1,East,145.32,1
1378,3.04,37,1805,1,4,18,10,1,South,79.82,1
1379,9.31,25,1170,1,4,1,19,1,South,111.98,0
1380,8.31,23,1193,0,2,26,18,1,East,100.98,0
1381,4.94,15,1729,0,1,1,9,0,East,62.02,0
1382,2.27,12,1622,0,3,30,15,0,South,36.16,0
1383,3.28,18,1568,1,2,3,20,0,East,53.239999999999995,0
1384,7.44,47,1189,0,3,23,10,1,West,130.02,1
1385,10.49,30,1754,1,2,7,14,0,East,128.92000000000002,0
1386,10.01,43,2130,1,1,5,20,1,East,144.57999999999998,1
1387,3.26,31,374,1,2,15,9,0,North,72.58,1
1388,2.71,40,1334,1,1,20,7,0,South,81.68,1
1389,7.95,19,851,1,1,4,17,0,West,92.1,0
1390,4.48,21,2379,1,4,21,17,1,South,67.34,0
1391,7.7,45,1781,0,1,30,9,0,East,129.1,1
1392,11.67,26,2396,0,5,10,5,0,East,132.36,0
1393,7.46,22,1377,0,3,23,19,1,West,92.68,0
1394,3.19,27,835,1,5,23,2,0,South,66.02,0
1395,10.78,36,531,1,4,24,16,0,West,140.24,1
1396,8.22,10,355,0,5,17,17,1,West,80.76,0
1397,8.47,56,1526,1,2,2,11,1,North,151.76,1
1398,10.84,46,501,1,3,12,3,0,East,155.72,1
1399,3.59,32,2435,1,4,12,19,1,South,76.72,1
1400,8.7,17,1430,0,2,29,13,0,South,95.1,0
1401,7.44,28,1515,0,3,25,4,1,East,101.52000000000001,0
1402,10.68,48,1110,1,2,0,16,0,South,157.44,1
1403,5.55,13,2466,0,3,11,11,1,West,63.9,0
1404,3.9,14,1440,1,3,7,10,0,East,52.2,0
1405,7.18,16,2313,0,5,12,5,1,East,81.44,0
1406,7.61,52,1667,0,1,19,1,1,West,138.88,1
1407,6.01,18,910,1,2,0,8,1,North,75.08,0
1408,9.04,58,778,1,5,15,1,0,East,159.32,1
1409,5.36,22,2398,1,1,7,10,0,East,75.88,0
1410,10.32,52,1382,0,1,13,19,0,North,160.56,1
